age_cat,c_offense_date,ethnicity,is_recid,r_offense_date,score_text,sex
adult,2013-09-23,Caucasian,1,2013-10-30,Medium,Male
young,2013-05-01,Caucasian,1,2014-02-17,High,Male
adult,2014-02-01,Hispanic,1,2014-11-22,Low,Female
young,2014-03-05,Caucasian,1,2015-03-17,Medium,Male
young,2013-03-27,African-American,1,2013-05-15,High,Female
adult,2013-09-17,African-American,1,2013-10-27,High,Male
senior,2013-05-21,Caucasian,1,2013-11-24,Low,Male
adult,2013-01-13,Caucasian,1,2014-03-15,High,Male
adult,2013-02-09,Hispanic,1,2013-06-10,Low,Female
young,2013-05-17,African-American,1,2014-06-30,High,Male
senior,2013-05-08,African-American,1,2014-09-24,High,Male
senior,2013-12-31,African-American,1,2014-03-15,Low,Male
adult,2013-04-19,Caucasian,1,2014-03-14,Medium,Male
adult,2013-02-08,African-American,1,2014-06-05,Low,Male
adult,2013-11-26,African-American,1,2015-03-07,Medium,Female
adult,2014-06-08,Native American,1,2015-12-28,High,Male
young,2013-11-06,African-American,1,2014-08-06,High,Male
adult,2014-05-29,African-American,1,2015-09-26,Medium,Male
adult,2014-01-24,African-American,1,2014-06-12,High,Male
adult,2013-10-15,African-American,1,2014-02-12,Medium,Male
adult,2013-03-20,Caucasian,1,2013-06-19,Medium,Male
adult,2013-01-29,Caucasian,1,2013-08-28,Low,Male
young,2014-01-17,Caucasian,1,2015-04-04,High,Male
adult,2014-03-08,African-American,1,2014-10-08,Medium,Male
adult,2014-06-01,Caucasian,1,2015-03-02,Medium,Female
senior,2013-01-23,African-American,1,2014-01-14,Medium,Male
adult,2013-02-07,Other,1,2013-08-29,Medium,Male
senior,2014-07-04,Caucasian,1,2015-03-26,Low,Male
adult,2014-11-13,African-American,1,2015-07-13,High,Male
adult,2012-03-09,African-American,1,2013-11-27,High,Male
adult,2014-11-03,Caucasian,1,2015-08-15,Medium,Male
adult,2014-05-28,African-American,1,2014-06-22,High,Male
adult,2013-05-28,Hispanic,1,2015-09-26,Low,Male
adult,2013-03-25,Caucasian,1,2013-11-12,Low,Male
young,2013-04-26,African-American,1,2013-06-27,Medium,Male
adult,2014-12-21,African-American,1,2015-06-20,Low,Female
adult,2014-02-03,African-American,1,2014-02-28,Low,Female
adult,2013-02-27,African-American,1,2013-07-31,High,Male
young,2013-12-01,African-American,1,2014-06-12,Medium,Male
adult,2013-04-17,Caucasian,1,2015-11-02,Low,Male
adult,2013-03-26,Hispanic,1,2014-01-27,Medium,Male
adult,2014-10-12,African-American,1,2015-11-18,High,Male
young,2014-04-14,Caucasian,1,2015-07-23,High,Male
adult,2013-05-11,Caucasian,1,2015-02-24,Medium,Male
adult,2014-10-25,African-American,1,2015-02-09,Medium,Male
senior,2013-08-14,Caucasian,1,2013-10-29,Low,Male
senior,2013-10-03,Caucasian,1,2014-09-27,Low,Male
adult,2013-05-16,African-American,1,2015-05-31,High,Male
adult,2013-04-27,African-American,1,2014-02-23,Medium,Male
adult,2013-12-07,African-American,1,2014-01-24,High,Male
young,2013-06-24,Caucasian,1,2016-02-03,Low,Male
adult,2013-12-30,Caucasian,1,2014-09-19,Low,Male
adult,2013-04-24,African-American,1,2013-11-22,Medium,Male
adult,2013-01-16,Caucasian,1,2014-02-24,Medium,Male
adult,2013-02-17,Caucasian,1,2013-05-07,Low,Female
young,2014-03-15,Hispanic,1,2014-04-24,Low,Male
senior,2013-12-04,Caucasian,1,2014-03-08,High,Male
adult,2013-01-09,Other,1,2014-12-27,Low,Male
adult,2014-01-31,African-American,1,2015-03-20,Low,Male
young,2013-01-14,African-American,1,2014-01-04,Medium,Male
young,2013-03-09,African-American,1,2013-05-30,Low,Male
senior,2014-07-05,Caucasian,1,2014-10-02,Low,Female
young,2013-12-16,Caucasian,1,2014-07-09,Medium,Male
adult,2014-02-08,African-American,1,2014-03-02,High,Female
adult,2013-02-13,Caucasian,1,2013-06-11,Medium,Female
adult,2013-01-22,African-American,1,2014-02-06,Low,Male
adult,2014-03-09,African-American,1,2014-10-17,Low,Female
adult,2014-01-27,African-American,1,2015-03-28,Medium,Male
young,2014-02-05,African-American,1,2014-02-12,Medium,Male
adult,2013-02-15,Asian,1,2015-07-02,Low,Male
senior,2013-04-04,African-American,1,2014-03-31,Medium,Male
adult,2014-11-24,African-American,1,2016-03-13,Low,Male
adult,2013-11-26,Caucasian,1,2014-04-02,Low,Female
adult,2013-04-05,Caucasian,1,2013-04-23,Medium,Male
young,2014-03-02,Hispanic,1,2015-05-05,High,Female
adult,2014-05-05,African-American,1,2015-03-15,Medium,Female
adult,2013-06-02,Hispanic,1,2014-03-21,Low,Female
adult,2014-12-11,Caucasian,1,2014-12-26,Medium,Male
adult,2014-06-10,Caucasian,1,2016-01-13,Low,Male
adult,2014-04-29,African-American,1,2015-07-10,Low,Female
young,2012-11-22,Hispanic,1,2014-05-17,Medium,Male
senior,2014-10-31,Caucasian,1,2014-11-06,Low,Male
young,2014-10-26,African-American,1,2015-08-02,High,Male
adult,2014-04-29,Caucasian,1,2014-11-30,Low,Male
adult,2013-04-19,African-American,1,2015-04-10,Medium,Male
adult,2014-05-10,African-American,1,2015-03-29,Medium,Male
young,2014-10-13,African-American,1,2015-08-14,Medium,Male
adult,2014-12-16,African-American,1,2015-01-28,Low,Male
adult,2014-11-19,Caucasian,1,2015-02-07,High,Male
adult,2013-02-11,African-American,1,2013-04-20,Medium,Male
adult,2013-12-26,Caucasian,1,2014-09-09,Medium,Male
young,2014-05-10,Caucasian,1,2015-03-22,Medium,Male
young,2013-09-23,African-American,1,2014-04-25,High,Male
young,2014-07-11,African-American,1,2015-06-30,Low,Male
adult,2013-03-30,African-American,1,2013-08-15,High,Male
senior,2013-04-06,Caucasian,1,2013-09-20,Low,Male
young,2013-05-09,African-American,1,2014-04-07,Low,Male
adult,2013-01-18,Caucasian,1,2014-03-04,Low,Male
adult,2013-11-08,African-American,1,2014-02-06,High,Male
adult,2014-08-06,Caucasian,1,2015-10-23,Low,Female
adult,2014-01-11,Caucasian,1,2015-10-02,Medium,Male
adult,2013-10-19,African-American,1,2013-11-09,Low,Male
adult,2013-04-20,African-American,1,2014-05-19,High,Male
adult,2012-12-15,Caucasian,1,2014-08-21,Medium,Female
senior,2013-02-09,African-American,1,2013-02-13,Low,Male
adult,2014-04-30,Hispanic,1,2014-06-09,Medium,Male
adult,2013-01-29,Caucasian,1,2015-09-15,Medium,Male
adult,2014-01-18,African-American,1,2014-04-15,High,Male
young,2014-04-24,African-American,1,2015-01-28,Low,Male
adult,2013-03-02,African-American,1,2016-03-18,High,Male
adult,2014-12-02,African-American,1,2014-12-08,Low,Male
adult,2013-11-01,Caucasian,1,2014-01-29,Medium,Female
young,2014-03-14,African-American,1,2015-12-24,Medium,Male
senior,2013-11-02,African-American,1,2014-03-06,Low,Female
adult,2014-11-04,African-American,1,2015-03-16,Low,Male
young,2013-07-13,African-American,1,2015-06-17,Medium,Female
young,2014-03-24,Hispanic,1,2015-05-29,Medium,Male
young,2014-03-20,African-American,1,2015-03-17,High,Male
adult,2014-09-05,African-American,1,2014-09-08,High,Male
senior,2013-04-11,Caucasian,1,2013-06-30,Low,Male
adult,2013-05-02,Caucasian,1,2014-02-15,Low,Male
young,2013-12-01,Caucasian,1,2015-07-03,High,Male
adult,2013-04-06,African-American,1,2013-08-24,Low,Male
senior,2013-03-23,Caucasian,1,2013-07-04,Low,Male
adult,2012-12-17,African-American,1,2014-09-20,Low,Male
adult,2013-10-22,Caucasian,1,2014-03-17,Low,Male
adult,2014-12-30,Caucasian,1,2015-07-02,High,Female
adult,2013-06-27,Caucasian,1,2014-05-14,High,Male
senior,2013-08-02,African-American,1,2014-07-09,Low,Male
adult,2013-03-12,African-American,1,2013-08-09,Low,Male
young,2014-02-18,African-American,1,2014-10-27,Low,Male
adult,2014-12-10,African-American,1,2015-06-23,Low,Male
adult,2014-11-18,African-American,1,2015-09-04,Low,Male
adult,2014-03-17,Caucasian,1,2014-11-09,Medium,Male
adult,2013-10-24,Other,1,2014-01-05,High,Male
adult,2012-11-20,African-American,1,2013-05-03,High,Female
senior,2014-02-11,Caucasian,1,2014-08-05,Low,Male
adult,2013-09-28,Caucasian,1,2015-05-18,Low,Male
senior,2013-05-25,Caucasian,1,2013-10-09,Low,Male
adult,2014-02-26,Caucasian,1,2015-02-10,Low,Male
young,2014-12-03,African-American,1,2015-06-19,High,Male
adult,2014-06-02,Caucasian,1,2015-07-25,Low,Female
adult,2013-05-07,African-American,1,2014-08-09,Low,Male
adult,2013-02-04,Caucasian,1,2014-07-06,Medium,Male
young,2013-04-20,African-American,1,2014-05-24,High,Female
adult,2014-10-06,African-American,1,2014-10-11,High,Male
young,2013-01-10,African-American,1,2013-12-17,Medium,Female
adult,2014-08-26,African-American,1,2015-09-08,High,Male
adult,2013-02-18,Caucasian,1,2013-04-12,Low,Male
adult,2013-03-03,Caucasian,1,2013-06-07,Low,Male
senior,2014-03-08,Caucasian,1,2014-03-31,Low,Male
adult,2013-05-04,African-American,1,2015-06-03,High,Male
young,2013-03-05,African-American,1,2013-05-08,Low,Male
young,2013-09-18,Caucasian,1,2014-12-18,Medium,Male
adult,2014-09-14,African-American,1,2014-11-26,High,Male
adult,2013-02-07,Caucasian,1,2013-09-09,Low,Male
young,2014-11-08,African-American,1,2015-01-09,High,Male
young,2014-05-07,African-American,1,2014-11-20,Low,Female
adult,2014-10-14,Caucasian,1,2015-02-01,High,Male
adult,2014-07-16,African-American,1,2015-12-11,Medium,Male
adult,2013-05-10,African-American,1,2015-02-04,Low,Male
adult,2013-05-03,African-American,1,2013-10-23,High,Male
adult,2013-04-26,African-American,1,2014-02-17,Low,Male
senior,2013-06-12,African-American,1,2013-07-18,Medium,Male
adult,2013-01-21,African-American,1,2015-01-31,Low,Female
adult,2014-12-02,Caucasian,1,2015-04-06,High,Male
adult,2013-01-11,African-American,1,2013-01-28,High,Male
young,2014-12-23,African-American,1,2014-12-28,High,Male
adult,2014-05-24,Caucasian,1,2014-08-28,High,Male
adult,2013-07-09,African-American,1,2014-04-30,Medium,Male
adult,2013-03-29,Caucasian,1,2015-01-06,Low,Male
young,2013-06-12,African-American,1,2015-06-29,Medium,Male
adult,2013-10-09,African-American,1,2016-01-23,Low,Male
adult,2013-08-05,African-American,1,2014-06-08,Medium,Male
adult,2014-01-06,African-American,1,2015-12-02,Low,Male
senior,2013-02-17,African-American,1,2014-06-05,Medium,Male
adult,2013-08-01,African-American,1,2013-09-06,Medium,Male
adult,2013-11-25,African-American,1,2014-09-25,High,Male
adult,2013-09-18,African-American,1,2013-11-11,Low,Male
senior,2013-05-10,African-American,1,2013-06-09,Low,Male
young,2013-10-27,African-American,1,2015-02-09,Medium,Male
young,2014-04-29,African-American,1,2014-10-21,Medium,Male
adult,2013-04-23,African-American,1,2013-07-30,High,Male
adult,2013-03-08,Caucasian,1,2013-05-17,Low,Male
young,2014-08-29,Caucasian,1,2016-03-28,Medium,Male
senior,2012-11-26,African-American,1,2014-07-24,Medium,Female
young,2013-02-27,Caucasian,1,2013-03-12,High,Male
adult,2014-11-27,African-American,1,2015-06-27,High,Male
adult,2013-05-18,Caucasian,1,2015-07-22,Medium,Male
senior,2013-01-12,Caucasian,1,2016-01-25,Low,Female
young,2013-11-12,Caucasian,1,2015-05-22,Medium,Female
adult,2014-02-03,Hispanic,1,2014-02-12,Low,Male
adult,2013-03-17,African-American,1,2015-07-18,Low,Male
senior,2013-01-08,African-American,1,2013-06-11,Low,Male
adult,2013-04-02,African-American,1,2015-05-14,High,Male
young,2014-07-27,African-American,1,2014-10-17,High,Male
young,2013-04-19,African-American,1,2014-02-22,Low,Male
young,2014-09-21,Other,1,2015-10-05,Low,Male
adult,2013-04-07,Caucasian,1,2014-04-12,Low,Female
young,2013-04-14,African-American,1,2014-02-08,Medium,Female
adult,2013-02-28,Caucasian,1,2013-07-27,Medium,Male
adult,2013-11-01,Hispanic,1,2015-11-07,Medium,Male
adult,2013-05-16,Caucasian,1,2013-06-28,Low,Male
young,2013-01-16,African-American,1,2013-05-02,High,Male
adult,2014-04-29,Caucasian,1,2014-06-05,High,Male
senior,2014-06-01,Caucasian,1,2014-12-16,Low,Female
adult,2014-11-24,Hispanic,1,2015-03-24,High,Male
young,2014-06-26,Hispanic,1,2014-10-30,Medium,Male
adult,2013-05-24,Caucasian,1,2014-12-03,Low,Female
young,2013-09-26,African-American,1,2014-07-16,High,Male
adult,2013-08-24,African-American,1,2013-11-12,Medium,Male
adult,2013-08-23,African-American,1,2015-01-06,Low,Male
adult,2014-07-02,African-American,1,2015-11-29,High,Male
adult,2014-08-05,African-American,1,2014-09-10,Medium,Male
young,2013-09-13,Caucasian,1,2014-03-02,Medium,Male
adult,2013-11-16,African-American,1,2015-08-22,Low,Male
young,2014-01-27,African-American,1,2015-12-28,High,Male
adult,2014-08-26,African-American,1,2015-03-11,High,Male
adult,2014-11-08,Caucasian,1,2015-08-04,Medium,Male
senior,2013-04-26,Caucasian,1,2013-05-08,Low,Male
young,2013-01-26,Caucasian,1,2013-03-25,High,Male
senior,2014-05-22,African-American,1,2014-06-16,Low,Male
adult,2013-01-01,African-American,1,2015-02-15,High,Male
adult,2013-01-03,African-American,1,2013-01-26,Medium,Male
senior,2014-10-19,African-American,1,2016-03-23,Medium,Male
young,2013-08-22,African-American,1,2014-04-30,High,Male
senior,2013-05-06,Caucasian,1,2015-07-27,Low,Female
adult,2014-03-12,Hispanic,1,2015-08-15,Low,Male
adult,2013-09-19,Hispanic,1,2013-12-18,Low,Female
senior,2013-04-06,African-American,1,2013-04-17,High,Male
adult,2013-05-08,African-American,1,2014-04-09,Medium,Male
adult,2013-05-25,African-American,1,2013-06-29,High,Male
adult,2013-01-10,African-American,1,2015-04-22,High,Male
adult,2014-10-27,African-American,1,2015-06-04,Medium,Male
adult,2013-01-21,African-American,1,2014-04-15,High,Male
adult,2013-03-03,African-American,1,2013-07-27,Medium,Male
adult,2014-09-16,Caucasian,1,2014-11-17,Medium,Male
adult,2013-04-24,African-American,1,2014-04-09,Medium,Male
adult,2013-02-21,African-American,1,2014-11-23,Medium,Male
senior,2013-12-21,Caucasian,1,2014-07-14,Low,Male
young,2013-11-08,African-American,1,2015-10-23,High,Male
adult,2013-03-03,Hispanic,1,2014-05-24,Low,Male
adult,2014-12-18,Caucasian,1,2015-03-03,Medium,Female
young,2013-05-11,African-American,1,2013-10-17,High,Male
senior,2013-02-11,African-American,1,2013-12-13,Low,Male
young,2014-05-17,African-American,1,2015-07-23,Medium,Male
adult,2013-12-06,African-American,1,2014-10-06,Low,Male
adult,2014-11-14,African-American,1,2015-04-18,Low,Male
senior,2013-08-05,African-American,1,2015-12-15,Low,Male
young,2013-04-29,African-American,1,2014-03-17,High,Male
adult,2014-07-10,Caucasian,1,2014-08-08,High,Female
young,2014-07-08,Other,1,2014-10-11,Low,Female
adult,2014-11-12,Caucasian,1,2015-08-10,Medium,Female
young,2013-05-02,African-American,1,2014-06-16,Medium,Male
adult,2014-11-21,Caucasian,1,2015-10-14,Low,Male
adult,2013-04-11,Caucasian,1,2013-05-21,Medium,Male
senior,2013-08-12,African-American,1,2015-05-14,Medium,Male
adult,2013-11-01,African-American,1,2014-01-05,Low,Male
adult,2014-07-11,African-American,1,2015-07-07,High,Male
young,2013-12-11,African-American,1,2014-04-05,High,Male
young,2013-10-30,Other,1,2014-04-04,Low,Male
young,2014-10-04,African-American,1,2014-10-20,Medium,Female
senior,2014-11-21,Caucasian,1,2014-12-30,High,Male
adult,2014-10-10,African-American,1,2016-02-03,Medium,Male
senior,2014-11-13,Caucasian,1,2015-01-23,Medium,Male
adult,2014-11-02,Hispanic,1,2015-10-05,Low,Female
young,2013-01-30,African-American,1,2015-06-02,Low,Female
adult,2013-04-25,African-American,1,2015-03-23,Low,Male
adult,2013-02-08,African-American,1,2013-05-21,Low,Male
young,2013-03-11,African-American,1,2013-11-18,Medium,Male
adult,2013-08-02,Caucasian,1,2014-12-08,Low,Female
adult,2013-09-07,African-American,1,2014-03-12,High,Male
adult,2013-04-04,Hispanic,1,2014-10-22,Low,Male
adult,2014-02-19,African-American,1,2014-10-08,High,Male
adult,2013-12-21,African-American,1,2014-05-21,Low,Male
adult,2013-10-23,African-American,1,2015-04-06,Medium,Male
senior,2012-07-17,African-American,1,2014-08-13,Low,Male
adult,2014-03-19,Caucasian,1,2015-01-30,Medium,Female
young,2013-03-21,African-American,1,2013-03-30,Low,Male
senior,2013-03-09,Caucasian,1,2013-11-23,Low,Male
adult,2013-07-31,African-American,1,2015-06-12,Medium,Male
young,2014-04-21,Other,1,2014-06-09,Low,Male
adult,2013-09-23,Caucasian,1,2013-10-06,Low,Male
young,2014-05-18,African-American,1,2014-05-29,Medium,Male
senior,2013-03-23,African-American,1,2015-03-14,Low,Male
senior,2013-03-25,African-American,1,2013-03-30,Medium,Male
senior,2014-01-11,Caucasian,1,2014-05-16,Low,Female
adult,2014-01-26,Caucasian,1,2014-10-17,Medium,Male
adult,2013-05-21,Caucasian,1,2015-11-01,Low,Male
senior,2013-01-14,African-American,1,2014-10-17,High,Male
adult,2013-03-20,Other,1,2013-07-07,Low,Male
adult,2013-08-26,African-American,1,2013-09-03,Low,Female
adult,2013-04-19,African-American,1,2014-09-05,High,Male
senior,2014-01-06,Caucasian,1,2015-10-23,Medium,Female
young,2013-10-14,African-American,1,2014-10-24,High,Male
adult,2013-10-24,African-American,1,2014-10-11,Medium,Female
senior,2014-06-23,African-American,1,2014-10-27,Low,Male
adult,2013-03-17,African-American,1,2013-05-20,High,Male
adult,2013-02-07,Hispanic,1,2014-06-07,Low,Male
adult,2013-08-21,Caucasian,1,2014-06-12,Low,Male
adult,2013-05-25,African-American,1,2014-05-16,Low,Male
adult,2013-12-10,Caucasian,1,2014-12-08,High,Male
adult,2013-12-13,African-American,1,2016-03-06,Low,Male
adult,2014-05-03,Caucasian,1,2014-05-23,Low,Male
adult,2013-09-21,Hispanic,1,2014-10-23,Low,Male
senior,2013-02-23,Hispanic,1,2014-02-14,Low,Male
adult,2014-10-14,Caucasian,1,2016-03-08,Medium,Female
adult,2014-03-01,African-American,1,2015-01-09,Medium,Male
adult,2014-05-09,African-American,1,2016-01-14,Medium,Male
young,2013-02-16,African-American,1,2013-10-22,Low,Male
young,2013-09-30,African-American,1,2014-05-16,High,Male
adult,2013-11-02,African-American,1,2014-05-22,Medium,Male
adult,2013-09-28,Caucasian,1,2014-10-10,Medium,Male
young,2013-01-17,African-American,1,2014-07-28,High,Male
adult,2014-09-22,African-American,1,2015-02-10,High,Male
young,2014-09-11,African-American,1,2015-02-20,Medium,Male
adult,2014-09-16,African-American,1,2015-03-13,Low,Male
adult,2013-04-09,Caucasian,1,2014-07-18,Low,Male
adult,2013-02-27,African-American,1,2014-11-26,Low,Male
adult,2013-10-08,Caucasian,1,2015-09-07,Medium,Male
young,2014-05-09,Caucasian,1,2015-01-09,Medium,Female
young,2013-08-25,African-American,1,2014-05-29,High,Male
adult,2014-07-07,Other,1,2014-12-24,Medium,Female
adult,2007-10-11,African-American,1,2015-09-01,High,Male
young,2014-10-23,African-American,1,2015-12-04,Medium,Female
adult,2013-04-16,Caucasian,1,2014-01-18,High,Male
adult,2013-05-16,African-American,1,2015-04-30,High,Male
adult,2013-12-02,African-American,1,2014-05-02,High,Male
adult,2013-11-03,African-American,1,2015-06-09,High,Male
adult,2013-05-01,African-American,1,2015-11-11,Low,Male
adult,2013-04-28,African-American,1,2013-05-09,Medium,Male
adult,2013-07-12,Hispanic,1,2014-02-02,Low,Male
young,2014-03-30,African-American,1,2015-01-20,Low,Male
senior,2014-12-29,African-American,1,2015-02-12,High,Male
adult,2013-12-18,African-American,1,2015-11-27,Medium,Female
adult,2013-11-09,African-American,1,2015-08-24,High,Male
young,2013-03-06,African-American,1,2013-04-11,High,Male
young,2014-11-18,African-American,1,2015-07-19,Low,Female
adult,2014-01-23,Caucasian,1,2015-06-21,Low,Male
adult,2013-03-22,Caucasian,1,2014-08-13,Low,Female
adult,2013-02-17,African-American,1,2013-09-24,High,Male
adult,2014-10-25,African-American,1,2014-11-05,High,Male
adult,2013-01-25,African-American,1,2013-06-10,High,Male
senior,2014-03-05,African-American,1,2014-09-04,High,Female
young,2014-11-27,African-American,1,2015-04-16,Low,Male
senior,2013-05-08,African-American,1,2013-06-07,Low,Male
adult,2013-09-15,Caucasian,1,2013-10-18,Low,Male
young,2013-04-23,African-American,1,2015-10-14,Low,Male
adult,2013-08-23,African-American,1,2013-11-19,High,Male
young,2013-02-22,African-American,1,2013-08-12,High,Male
young,2013-01-16,African-American,1,2013-05-01,High,Male
senior,2013-01-13,Caucasian,1,2013-03-25,Low,Female
adult,2014-09-21,Hispanic,1,2014-11-16,Low,Male
senior,2014-08-29,African-American,1,2015-04-24,High,Male
adult,2013-03-21,African-American,1,2014-07-18,Low,Male
young,2014-12-02,Caucasian,1,2015-09-22,High,Female
young,2014-03-25,Caucasian,1,2014-06-07,Low,Male
senior,2014-08-02,Caucasian,1,2016-03-08,Low,Male
adult,2013-05-06,Caucasian,1,2013-05-31,Medium,Female
adult,2013-12-03,African-American,1,2014-08-22,Low,Male
young,2013-08-05,African-American,1,2014-09-11,Medium,Male
adult,2014-03-24,Caucasian,1,2015-04-23,High,Male
adult,2014-10-24,Caucasian,1,2015-05-13,High,Male
adult,2013-03-22,Other,1,2015-03-13,Low,Male
adult,2014-04-02,Caucasian,1,2014-06-21,Low,Male
young,2014-05-15,Caucasian,1,2015-01-28,Low,Male
young,2014-12-15,Hispanic,1,2015-01-18,High,Male
adult,2013-12-16,African-American,1,2016-03-01,Low,Male
adult,2013-05-10,African-American,1,2015-03-21,High,Male
senior,2013-04-12,Caucasian,1,2013-04-20,Medium,Male
adult,2013-03-12,African-American,1,2013-10-16,High,Male
adult,2014-05-06,Other,1,2014-08-03,Low,Female
senior,2013-07-10,African-American,1,2013-10-02,High,Male
adult,2013-11-30,Hispanic,1,2014-01-17,High,Male
adult,2013-02-25,African-American,1,2013-10-01,Low,Male
adult,2014-11-11,African-American,1,2014-11-14,Medium,Male
adult,2013-12-08,African-American,1,2013-12-20,High,Male
young,2014-09-01,Hispanic,1,2015-02-10,Low,Male
adult,2013-01-12,African-American,1,2014-04-11,Medium,Male
adult,2013-01-08,African-American,1,2014-02-18,Low,Female
young,2013-01-03,African-American,1,2013-08-26,High,Male
adult,2013-02-04,Caucasian,1,2013-04-14,Low,Male
adult,2013-11-11,African-American,1,2015-09-15,Medium,Male
young,2013-01-09,Caucasian,1,2013-12-20,Medium,Male
young,2013-01-27,Caucasian,1,2013-08-17,Medium,Male
young,2013-12-15,African-American,1,2014-09-25,Medium,Male
senior,2013-02-22,African-American,1,2013-09-01,Low,Female
young,2014-03-19,African-American,1,2015-05-14,Low,Female
adult,2014-11-13,African-American,1,2015-02-09,Medium,Female
adult,2014-03-08,Caucasian,1,2014-09-19,Low,Male
young,2013-08-27,African-American,1,2014-05-19,High,Male
adult,2013-01-01,African-American,1,2013-12-28,High,Male
adult,2014-01-18,African-American,1,2015-01-13,High,Male
adult,2013-01-19,African-American,1,2014-04-22,Medium,Male
senior,2014-09-12,Asian,1,2015-04-17,Low,Female
adult,2014-09-13,African-American,1,2015-06-04,High,Female
adult,2013-10-14,Caucasian,1,2014-10-17,Low,Male
senior,2013-07-10,Hispanic,1,2014-02-14,Low,Male
adult,2013-03-28,Caucasian,1,2014-08-11,Low,Male
adult,2013-08-29,African-American,1,2014-02-09,Low,Male
young,2014-06-02,African-American,1,2014-08-14,Medium,Female
adult,2013-01-26,African-American,1,2013-05-07,Low,Male
senior,2013-01-14,African-American,1,2013-03-14,Low,Male
adult,2014-11-08,Caucasian,1,2015-01-10,High,Female
senior,2013-03-29,African-American,1,2013-09-21,High,Male
young,2013-03-01,African-American,1,2014-06-12,Medium,Male
senior,2013-02-13,African-American,1,2014-03-27,Low,Male
adult,2014-11-06,Caucasian,1,2015-01-21,Low,Male
adult,2013-09-02,African-American,1,2014-03-01,Low,Male
adult,2014-03-25,African-American,1,2014-11-22,Low,Female
senior,2014-02-14,African-American,1,2014-12-08,Low,Male
adult,2013-03-21,Caucasian,1,2013-05-22,Low,Male
adult,2013-10-04,African-American,1,2014-02-23,High,Male
young,2013-09-23,African-American,1,2015-12-22,Medium,Male
adult,2013-01-07,Caucasian,1,2013-01-28,Low,Male
adult,2013-04-20,Hispanic,1,2013-06-07,Low,Male
adult,2014-12-29,African-American,1,2015-01-17,High,Male
adult,2014-02-24,Caucasian,1,2015-02-13,Low,Female
young,2013-01-31,African-American,1,2013-06-21,Medium,Male
adult,2014-07-05,Caucasian,1,2014-11-10,Medium,Male
adult,2013-05-07,African-American,1,2015-01-03,Low,Male
young,2013-01-15,Caucasian,1,2013-09-10,Medium,Male
senior,2013-05-09,African-American,1,2015-06-20,Low,Male
adult,2013-02-26,African-American,1,2013-03-24,Low,Male
young,2013-03-01,Caucasian,1,2013-06-17,High,Male
adult,2013-01-02,African-American,1,2013-04-13,High,Male
young,2013-11-08,Caucasian,1,2014-04-16,High,Female
adult,2013-12-10,Caucasian,1,2014-03-09,Low,Female
adult,2013-12-06,African-American,1,2014-01-14,High,Male
senior,2013-01-14,African-American,1,2013-10-03,High,Male
senior,2012-08-09,African-American,1,2015-07-28,High,Male
young,2014-10-21,African-American,1,2014-11-25,Medium,Male
adult,2013-09-30,African-American,1,2014-03-17,High,Male
young,2013-06-06,Other,1,2016-03-12,Medium,Male
senior,2013-01-23,Caucasian,1,2013-07-12,Medium,Male
adult,2014-08-04,African-American,1,2015-10-09,High,Male
adult,2013-10-04,African-American,1,2013-12-10,Medium,Male
senior,2013-02-11,Caucasian,1,2013-09-09,Low,Male
senior,2014-08-16,African-American,1,2014-09-11,Medium,Male
young,2013-01-10,African-American,1,2013-03-21,Low,Male
adult,2013-07-31,African-American,1,2016-03-03,High,Male
senior,2013-01-18,Caucasian,1,2016-02-09,Low,Male
adult,2014-01-15,African-American,1,2015-04-10,Low,Male
adult,2013-02-22,Caucasian,1,2013-10-08,Low,Male
adult,2013-03-17,African-American,1,2016-03-01,Medium,Female
adult,2013-11-11,Caucasian,1,2015-02-21,Low,Male
adult,2014-06-24,African-American,1,2014-08-13,High,Male
adult,2013-05-24,African-American,1,2014-04-27,Low,Male
young,2013-01-16,Caucasian,1,2015-02-16,Low,Male
young,2013-05-27,African-American,1,2014-06-11,High,Female
adult,2013-11-19,Caucasian,1,2014-02-05,Medium,Male
young,2014-04-19,African-American,1,2014-11-23,Medium,Male
young,2013-02-19,Caucasian,1,2015-07-24,Medium,Male
young,2013-04-22,African-American,1,2016-03-01,High,Female
adult,2014-02-25,African-American,1,2014-05-25,Medium,Male
adult,2013-04-25,African-American,1,2013-06-01,High,Male
adult,2014-11-22,African-American,1,2016-02-17,High,Male
young,2013-05-26,Caucasian,1,2014-01-11,Low,Male
adult,2014-12-21,Hispanic,1,2015-01-12,Low,Female
young,2014-01-07,African-American,1,2014-08-01,Medium,Male
adult,2014-02-08,Caucasian,1,2015-03-08,High,Male
adult,2013-04-24,Hispanic,1,2013-09-10,Low,Male
adult,2013-10-30,African-American,1,2014-02-13,Medium,Male
adult,2014-10-09,African-American,1,2015-01-18,Low,Female
adult,2014-03-03,African-American,1,2014-10-05,High,Male
adult,2014-10-08,Caucasian,1,2015-06-16,Medium,Female
young,2014-08-24,African-American,1,2015-08-10,Low,Male
adult,2013-01-23,African-American,1,2014-01-31,Medium,Male
adult,2013-11-01,Caucasian,1,2013-11-19,Low,Male
adult,2013-03-10,Caucasian,1,2014-03-15,Low,Male
adult,2013-10-30,Other,1,2014-05-10,Low,Male
adult,2013-07-31,African-American,1,2014-05-02,Low,Male
adult,2013-09-11,African-American,1,2013-11-13,High,Male
